scenario,seed,strategy,net,gross,cost,contacts,n_pilots,n_finals,pilot_net,slope
S4 reversed,1,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,1,template,-653852.7814078906,-604236.7814078906,49616.0,12404,6,4,-229184.8075985422,
S4 reversed,1,confirm,155025.25506835151,251013.25506835151,95988.0,8781,19,9,-505247.71056545846,
S4 reversed,1,slope,-444178.9111889706,-365864.9111889706,78314.0,7631,19,3,-505247.71056545846,0.04638031086486736
S4 reversed,1,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,1,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,2,agent,46678.97504557244,121586.97504557244,74908.0,14785,19,10,-525631.5758884927,
S4 reversed,2,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,2,template,-416619.97699120734,-377475.97699120734,39144.0,9786,6,4,-229711.6949689546,
S4 reversed,2,confirm,-1060048.8151007458,-983874.8151007459,76174.0,13168,19,10,-544489.0991024927,
S4 reversed,2,slope,-2069195.433942886,-2020947.433942886,48248.0,13782,19,5,-544489.0991024927,0.03193002723611297
S4 reversed,2,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,2,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,3,agent,38948.970153056376,135706.97015305638,96758.0,9700,19,9,-538663.1322877343,
S4 reversed,3,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,3,template,-234742.23883891187,-231142.23883891187,3600.0,900,6,0,-234742.23883891187,
S4 reversed,3,confirm,453820.80606380955,540412.8060638095,86592.0,6884,19,9,-486154.99532551767,
S4 reversed,3,slope,-138360.23009716466,-79694.23009716466,58666.0,5734,19,2,-486154.99532551767,-0.3012299334062881
S4 reversed,3,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,3,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,4,agent,-893741.5915024949,-796655.5915024949,97086.0,14814,19,10,-522613.62576731376,
S4 reversed,4,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,4,template,-2538038.149791986,-2514206.149791986,23832.0,5958,6,2,-228746.96379442528,
S4 reversed,4,confirm,-814719.0104256618,-721263.0104256618,93456.0,13674,19,10,-502993.11722667486,
S4 reversed,4,slope,-1332879.4231463391,-1249023.4231463391,83856.0,12568,19,4,-502993.11722667486,-0.06568119132621919
S4 reversed,4,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,4,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,5,agent,249811.54475446604,347705.54475446604,97894.0,13038,19,9,-558114.1461544081,
S4 reversed,5,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,5,template,-453600.4633952916,-431320.4633952916,22280.0,5570,6,2,-232325.37655140698,
S4 reversed,5,confirm,84877.95717507502,178461.95717507502,93584.0,8827,19,7,-545739.7202742861,
S4 reversed,5,slope,-433282.4555456025,-349298.4555456025,83984.0,7721,19,2,-545739.7202742861,-0.23461240910541262
S4 reversed,5,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,5,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,6,agent,-1050222.7783104307,-966532.7783104306,83690.0,14996,19,10,-470258.3019231046,
S4 reversed,6,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,6,template,-471656.81126355764,-433840.81126355764,37816.0,9454,6,3,-226305.49623718613,
S4 reversed,6,confirm,-237611.05761464656,-139069.05761464656,98542.0,8234,19,9,-541504.6280464473,
S4 reversed,6,slope,-757471.2391079344,-669105.2391079344,88366.0,7084,19,2,-541504.6280464473,-0.1488283591077584
S4 reversed,6,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,6,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,7,agent,32654.345205821563,132432.34520582156,99778.0,13006,19,9,-524222.08696877386,
S4 reversed,7,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,7,template,-436367.2215316013,-405431.2215316013,30936.0,7734,6,2,-236624.13289129813,
S4 reversed,7,confirm,511713.67396630195,576895.673966302,65182.0,5877,19,7,-496257.706862422,
S4 reversed,7,slope,-96537.54316419933,-59057.54316419934,37480.0,4771,19,1,-496257.706862422,-0.1598932690274222
S4 reversed,7,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,7,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,8,agent,324923.8685039546,422817.8685039546,97894.0,13038,19,9,-483379.07784998516,
S4 reversed,8,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,8,template,-232599.002655331,-213687.002655331,18912.0,4728,6,2,-237695.34373670543,
S4 reversed,8,confirm,-143825.7424965569,-66057.74249655688,77768.0,9913,19,9,-583198.0799969118,
S4 reversed,8,slope,-618336.5272267959,-545164.5272267959,73172.0,8807,19,2,-583198.0799969118,-0.32341647340318763
S4 reversed,8,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,8,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S4 reversed,9,agent,-209636.31059267122,-109738.31059267122,99898.0,12771,19,10,-601543.9659378368,
S4 reversed,9,noexp,629038.5454416091,727618.5454416091,98580.0,4680,0,7,0.0,
S4 reversed,9,template,-607555.5351109031,-564819.5351109031,42736.0,10684,6,3,-235822.25906791963,
S4 reversed,9,confirm,-275613.22392611194,-177353.22392611194,98260.0,11590,19,10,-506656.96242427715,
S4 reversed,9,slope,-1564916.7899987,-1470056.7899987,94860.0,14498,19,6,-506656.96242427715,-0.22519872798439375
S4 reversed,9,nothing,0.0,0.0,0.0,0,0,0,0.0,
S4 reversed,9,oracle,3166221.1660549147,3217007.1660549147,50786.0,9516,0,10,0.0,
S5 permuted,0,agent,4023075.7916411357,4093925.7916411357,70850.0,14036,19,10,11764.945930535589,
S5 permuted,0,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,0,template,14430533.177844087,14450997.177844087,20464.0,5116,6,2,875392.3302140532,
S5 permuted,0,confirm,4173857.79273736,4235603.79273736,61746.0,11382,19,10,309355.0586381838,
S5 permuted,0,slope,3814275.4240965173,3866879.4240965173,52604.0,10272,19,5,309355.0586381838,0.3483701070597692
S5 permuted,0,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,0,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,1,agent,1940921.0359819126,2034819.0359819126,93898.0,13669,19,10,69402.27362816798,
S5 permuted,1,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,1,template,14090083.578659631,14148131.578659631,58048.0,14512,6,5,876904.2962408508,
S5 permuted,1,confirm,4852804.241086781,4933176.241086781,80372.0,14032,19,10,236103.28560689505,
S5 permuted,1,slope,4471977.320602196,4541933.320602196,69956.0,13150,19,6,236103.28560689505,0.4045818540629996
S5 permuted,1,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,1,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,2,agent,2106057.0277348375,2166205.0277348375,60148.0,14776,19,10,9354.906393284917,
S5 permuted,2,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,2,template,14335748.383076314,14374892.383076314,39144.0,9786,6,4,876001.6086554942,
S5 permuted,2,confirm,5732104.295975671,5828230.295975671,96126.0,14919,19,10,229391.25791398846,
S5 permuted,2,slope,5369398.392793467,5467208.392793467,97810.0,14809,19,10,229391.25791398846,0.388219378554156
S5 permuted,2,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,2,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,3,agent,3796311.4519582638,3880013.4519582638,83702.0,14936,19,10,26945.785208203306,
S5 permuted,3,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,3,template,14435164.162214402,14447196.162214402,12032.0,3008,6,1,870043.3336392406,
S5 permuted,3,confirm,5277933.6950866915,5366955.6950866915,89022.0,13199,19,10,246861.9369935642,
S5 permuted,3,slope,5301245.112874832,5385347.112874832,84102.0,13813,19,5,246861.9369935642,0.056934249267157816
S5 permuted,3,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,3,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,4,agent,4663562.708858543,4727534.708858543,63972.0,14940,19,10,25782.55507129561,
S5 permuted,4,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,4,template,14429207.715448283,14449671.715448283,20464.0,5116,6,2,846051.4396609159,
S5 permuted,4,confirm,4641767.405668618,4711503.405668618,69736.0,12755,19,10,219674.74434022215,
S5 permuted,4,slope,4238295.467647534,4303111.467647534,64816.0,12608,19,5,219674.74434022215,0.292520351871913
S5 permuted,4,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,4,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,5,agent,2449874.2643346097,2548768.2643346097,98894.0,14669,19,10,11895.489505333979,
S5 permuted,5,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,5,template,14344516.44932729,14375228.44932729,30712.0,7678,6,3,843795.4633016775,
S5 permuted,5,confirm,3921967.5080229794,4017849.5080229794,95882.0,11762,19,10,236938.1005089457,
S5 permuted,5,slope,4740294.556341309,4832754.556341309,92460.0,14169,19,6,236938.1005089457,0.12819124997106782
S5 permuted,5,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,5,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,6,agent,766208.9459788308,861022.9459788308,94814.0,14942,19,10,28851.925609850347,
S5 permuted,6,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,6,template,14241203.10351954,14287451.10351954,46248.0,11562,6,4,872019.0226517685,
S5 permuted,6,confirm,5293361.740170328,5369629.740170328,76268.0,14344,19,10,232394.97269963636,
S5 permuted,6,slope,4972652.191644654,5044000.191644654,71348.0,13238,19,4,232394.97269963636,0.21333439622655279
S5 permuted,6,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,6,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,7,agent,2300708.918991334,2398462.918991334,97754.0,9566,19,10,83350.68795807875,
S5 permuted,7,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,7,template,14175694.891437715,14215062.891437715,39368.0,9842,6,3,833616.1216759891,
S5 permuted,7,confirm,5663652.011605155,5735646.011605155,71994.0,13956,19,10,209781.03444916004,
S5 permuted,7,slope,5342668.421832012,5405584.421832012,62916.0,12850,19,4,209781.03444916004,0.19830827417070998
S5 permuted,7,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,7,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,8,agent,2920079.513947929,3009959.513947929,89880.0,14726,19,10,88590.24638178588,
S5 permuted,8,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,8,template,14478253.4496435,14505597.4496435,27344.0,6836,6,3,903842.4348858052,
S5 permuted,8,confirm,4452076.207309201,4532764.207309201,80688.0,14979,19,10,236301.3223163744,
S5 permuted,8,slope,4203921.325499698,4280537.325499698,76616.0,14555,19,4,236301.3223163744,0.03934375178656024
S5 permuted,8,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,8,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S5 permuted,9,agent,2954094.6764405086,3041670.6764405086,87576.0,14405,19,10,-86602.31447826482,
S5 permuted,9,noexp,2144076.801752216,2242656.801752216,98580.0,4680,0,7,0.0,
S5 permuted,9,template,14037000.48216193,14088168.48216193,51168.0,12792,6,4,899893.194631203,
S5 permuted,9,confirm,3000446.7236620844,3076490.7236620844,76044.0,14288,19,10,220745.28580264232,
S5 permuted,9,slope,2672213.146307817,2743337.146307817,71124.0,14145,19,5,220745.28580264232,0.13296545468905216
S5 permuted,9,nothing,0.0,0.0,0.0,0,0,0,0.0,
S5 permuted,9,oracle,25224197.49364163,25224197.49364163,0.0,14179,0,10,0.0,
S6 conv x3,0,agent,12629820.605232082,12729640.605232082,99820.0,10663,19,10,23364.061837025532,
S6 conv x3,0,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,0,template,-277684.06525379466,-265652.06525379466,12032.0,3008,6,1,-363424.145971504,
S6 conv x3,0,confirm,13236031.900085222,13332971.900085222,96940.0,13335,19,10,1921207.4784707571,
S6 conv x3,0,slope,14108170.511501208,14194056.511501208,85886.0,11657,19,10,1921207.4784707571,3.0
S6 conv x3,0,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,0,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,1,agent,12805375.670680583,12895961.670680583,90586.0,10070,19,10,3966.0346735478197,
S6 conv x3,1,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,1,template,-1629379.3370316462,-1579763.3370316462,49616.0,12404,6,4,-355002.66044626106,
S6 conv x3,1,confirm,12931591.370171346,13027319.370171346,95728.0,11423,19,10,1963612.427772853,
S6 conv x3,1,slope,14345816.923915045,14427184.923915045,81368.0,12121,19,10,1963612.427772853,3.0
S6 conv x3,1,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,1,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,2,agent,8667254.407335943,8752232.407335943,84978.0,12834,19,10,-92628.39681172252,
S6 conv x3,2,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,2,template,-930192.9237815959,-899480.9237815959,30712.0,7678,6,3,-356730.3424381318,
S6 conv x3,2,confirm,12198801.481987068,12297991.481987068,99190.0,12404,19,10,1857960.3939522556,
S6 conv x3,2,slope,12699426.111565003,12790280.111565003,90854.0,11225,19,10,1857960.3939522556,3.0
S6 conv x3,2,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,2,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,3,agent,13228292.408183247,13325178.408183247,96886.0,12178,19,10,13409.863640310054,
S6 conv x3,3,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,3,template,-361072.91670176195,-357472.91670176195,3600.0,900,6,0,-361072.91670176195,
S6 conv x3,3,confirm,12515789.64842318,12614341.64842318,98552.0,12745,19,10,1900847.7209352364,
S6 conv x3,3,slope,13568672.520480016,13668382.520480016,99710.0,11612,19,10,1900847.7209352364,3.0
S6 conv x3,3,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,3,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,4,agent,5556217.049103033,5650823.049103033,94606.0,14980,19,10,-100657.75642005735,
S6 conv x3,4,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,4,template,-277652.6797377662,-265620.6797377662,12032.0,3008,6,1,-352368.83192655107,
S6 conv x3,4,confirm,10329296.789378196,10419010.789378196,89714.0,12647,19,10,1882433.2735837079,
S6 conv x3,4,slope,11613246.583968095,11711982.583968095,98736.0,13281,19,10,1882433.2735837079,3.0
S6 conv x3,4,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,4,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,5,agent,8799221.613327116,8899025.613327116,99804.0,14979,19,10,-137195.2781206593,
S6 conv x3,5,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,5,template,-1005822.7238201643,-983542.7238201643,22280.0,5570,6,2,-357398.04911428364,
S6 conv x3,5,confirm,11897871.575315956,11975801.575315956,77930.0,14282,19,10,1856728.7314069895,
S6 conv x3,5,slope,13570696.018122608,13666026.018122608,95330.0,10652,19,10,1856728.7314069895,3.0
S6 conv x3,5,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,5,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,6,agent,6744240.833949566,6834974.833949566,90734.0,14357,19,10,-52194.28886418529,
S6 conv x3,6,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,6,template,-885303.5205745862,-847487.5205745862,37816.0,9454,6,3,-352133.9803550284,
S6 conv x3,6,confirm,11840310.623006744,11935522.623006744,95212.0,12370,19,10,1904439.2197381726,
S6 conv x3,6,slope,13246835.415731471,13346009.415731471,99174.0,12757,19,10,1904439.2197381726,3.0
S6 conv x3,6,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,6,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,7,agent,11128797.464819867,11195265.464819867,66468.0,14737,19,10,63551.14430422048,
S6 conv x3,7,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,7,template,-984923.1183652512,-953987.1183652512,30936.0,7734,6,2,-361658.7424903092,
S6 conv x3,7,confirm,13714989.520972647,13814945.520972647,99956.0,11476,19,10,1895340.31016949,
S6 conv x3,7,slope,14324112.364248581,14405480.364248581,81368.0,12121,19,10,1895340.31016949,3.0
S6 conv x3,7,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,7,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,8,agent,12046749.936275411,12125389.936275411,78640.0,13385,19,10,-124111.7657538742,
S6 conv x3,8,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,8,template,-191656.35586352804,-172744.35586352804,18912.0,4728,6,2,-367519.96678851324,
S6 conv x3,8,confirm,10715323.193311624,10812741.193311624,97418.0,10220,19,10,1885088.1529847723,
S6 conv x3,8,slope,12489179.881079542,12585713.881079542,96534.0,11043,19,10,1885088.1529847723,3.0
S6 conv x3,8,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,8,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S6 conv x3,9,agent,9543359.34416812,9634299.34416812,90940.0,13087,19,10,-66226.84715002352,
S6 conv x3,9,noexp,11389846.409176808,11488426.409176808,98580.0,4680,0,7,0.0,
S6 conv x3,9,template,-1019552.7150965274,-995720.7150965274,23832.0,5958,6,2,-366785.8159343074,
S6 conv x3,9,confirm,10856822.630701704,10955290.630701704,98468.0,14993,19,10,1854578.779719215,
S6 conv x3,9,slope,12832541.91710253,12906751.91710253,74210.0,10304,19,10,1854578.779719215,3.0
S6 conv x3,9,nothing,0.0,0.0,0.0,0,0,0,0.0,
S6 conv x3,9,oracle,17342476.32474719,17431990.32474719,89514.0,13189,0,10,0.0,
S7 sign flip,0,agent,-3687206.810723205,-3607036.810723205,80170.0,14971,19,10,-8750.553966863723,
S7 sign flip,0,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,0,template,1958805.3013075702,1991069.3013075702,32264.0,8066,6,3,138465.47490288963,
S7 sign flip,0,confirm,-2091911.0327842718,-1997871.0327842718,94040.0,8540,19,9,-688196.1241547664,
S7 sign flip,0,slope,-759132.9919123913,-691228.9919123913,67904.0,7490,19,2,-688196.1241547664,-1.0472412907289395
S7 sign flip,0,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,0,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,1,agent,-3581112.0993821826,-3495380.0993821826,85732.0,11893,19,10,3961.3958689241445,
S7 sign flip,1,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,1,template,2157950.1684038676,2217950.1684038676,60000.0,15000,6,6,137928.36586677894,
S7 sign flip,1,confirm,-1776371.5464289074,-1697747.5464289074,78624.0,6488,19,8,-694813.2655580197,
S7 sign flip,1,slope,-392962.8215550736,-342040.8215550736,50922.0,5382,19,1,-694813.2655580197,-0.9896565080719674
S7 sign flip,1,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,1,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,2,agent,-1430051.9633373017,-1334537.9633373017,95514.0,13560,19,10,244.55369226961193,
S7 sign flip,2,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,2,template,1908337.3385805525,1959281.3385805525,50944.0,12736,6,5,137859.78453839244,
S7 sign flip,2,confirm,-1895599.8603965524,-1817481.8603965524,78118.0,12550,19,10,-663368.9418709194,
S7 sign flip,2,slope,-469663.68084558425,-393135.68084558425,76528.0,14551,19,5,-663368.9418709194,-1.005779753912887
S7 sign flip,2,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,2,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,3,agent,-4497766.93183074,-4403060.93183074,94706.0,12296,19,10,-6386.662902046857,
S7 sign flip,3,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,3,template,1966470.6147589013,1990302.6147589013,23832.0,5958,6,2,138630.63209872507,
S7 sign flip,3,confirm,-1201160.6078626395,-1146004.6078626395,55156.0,14108,19,9,-682417.2720805835,
S7 sign flip,3,slope,-272160.43897305836,-219928.43897305836,52232.0,13058,19,2,-682417.2720805835,-1.335999844094231
S7 sign flip,3,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,3,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,4,agent,-2564217.8487281674,-2502309.8487281674,61908.0,14892,19,10,4481.979845691836,
S7 sign flip,4,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,4,template,1958330.2545468917,1990594.2545468917,32264.0,8066,6,3,136448.4291572073,
S7 sign flip,4,confirm,-1486803.221004704,-1437695.221004704,49108.0,14178,19,10,-677232.9584633549,
S7 sign flip,4,slope,-556165.4249172625,-506129.4249172626,50036.0,14142,19,6,-677232.9584633549,-1.10074598743999
S7 sign flip,4,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,4,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,5,agent,-3997964.3803645247,-3924326.3803645247,73638.0,14796,19,10,1061.2687495725386,
S7 sign flip,5,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,5,template,1916433.2723295758,1958945.2723295758,42512.0,10628,6,4,137588.90258942958,
S7 sign flip,5,confirm,-1833127.6690184767,-1744825.6690184767,88302.0,14108,19,10,-663389.4443290997,
S7 sign flip,5,slope,-818729.3279080188,-719929.3279080188,98800.0,13058,19,3,-663389.4443290997,-1.2663862265051955
S7 sign flip,5,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,5,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,6,agent,-2497783.8277974147,-2418407.8277974147,79376.0,14993,19,10,624.2969560518268,
S7 sign flip,6,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,6,template,1197931.0362650636,1244179.0362650636,46248.0,11562,6,4,137489.51126662723,
S7 sign flip,6,confirm,-1916948.6952947895,-1835938.6952947895,81010.0,6907,19,8,-680389.3799759464,
S7 sign flip,6,slope,-680620.3525281713,-619248.3525281713,61372.0,5857,19,1,-680389.3799759464,-1.1835083923232728
S7 sign flip,6,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,6,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,7,agent,-3424418.9898372227,-3328202.9898372227,96216.0,10930,19,9,-13591.294911571149,
S7 sign flip,7,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,7,template,1282901.7603417924,1325637.7603417924,42736.0,10684,6,3,138232.9154627885,
S7 sign flip,7,confirm,-1761341.10433076,-1727507.10433076,33834.0,4629,19,5,-676478.7959207767,
S7 sign flip,7,slope,-556694.2922514044,-541698.2922514044,14996.0,5382,19,1,-676478.7959207767,-1.1980094331509525
S7 sign flip,7,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,7,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,8,agent,-3737932.0228007566,-3663734.0228007566,74198.0,14999,19,10,3431.2961834283706,
S7 sign flip,8,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,8,template,989990.8472506253,1017334.8472506253,27344.0,6836,6,3,140732.6198843373,
S7 sign flip,8,confirm,-1549329.5286500775,-1455953.5286500775,93376.0,14976,19,10,-697508.2037302221,
S7 sign flip,8,slope,-650557.3432952253,-557821.3432952253,92736.0,14635,19,4,-697508.2037302221,-1.356236399401221
S7 sign flip,8,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,8,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
S7 sign flip,9,agent,-3658893.5174999014,-3568767.5174999014,90126.0,12681,19,10,-21.391638959788907,
S7 sign flip,9,noexp,-4888120.255323164,-4789540.255323164,98580.0,4680,0,7,0.0,
S7 sign flip,9,template,1501976.420880929,1553144.420880929,51168.0,12792,6,4,140713.89821521912,
S7 sign flip,9,confirm,-834588.3079274765,-743924.3079274765,90664.0,13834,19,10,-665068.280729283,
S7 sign flip,9,slope,-354879.5103466828,-255757.5103466828,99122.0,14498,19,8,-665068.280729283,-1.2609533828374013
S7 sign flip,9,nothing,0.0,0.0,0.0,0,0,0,0.0,
S7 sign flip,9,oracle,4838956.177691349,4897720.177691349,58764.0,14691,0,10,0.0,
